road,id,model_type,condition,name,lat,lon,length
N1,1001353,link,,Teknaf 79 km,21.4258049,92.0232493,13.000000000033651
N1,1001354,bridge,C,BESIC AREA,21.423063061512,92.0267879589347,4.5
N1,1001355,bridge,C,BASIC ARIA (1),21.4226721680412,92.0272924520618,11.3
N1,1001356,link,,Box culvert,21.4225549,92.0274438,581.9999999999936
N1,1001357,link,,Box culvert,21.4220827,92.0278604,70.99999999996953
N1,1001358,link,,"Teknaf 78 km,Uttia 24 km",21.4199716,92.0302493,326.0000000000218
N1,1001359,bridge,C,KAMBIR GONA,21.4194017834586,92.031682906015,2.4
N1,1001360,link,,Box culvert,21.4191104,92.032416,265.9999999999627
N1,1001361,bridge,B,HAMBIR GONA (1),21.4170232427616,92.0347260730512,7.2
N1,1001362,link,,Box culvert,21.4165,92.0353052,449.0000000000123
N1,1001363,bridge,C,HAMBIR GONA-(2),21.4161167631868,92.0359357093406,8.1
N1,1001364,link,,Box culvert,21.4156389,92.0367219,182.00000000001637
N1,1001365,link,,"Teknaf 77 km,Uthia 23 km",21.4150556,92.037833,134.9999999999909
N1,1001367,link,,Box culvert,21.4135833,92.0393886,235.00000000001364
N1,1001369,link,,Box culvert,21.4120556,92.039583,367.00000000001864
N1,1001370,link,,Bridge start,21.4115,92.0438052,171.99999999996862
N1,1001371,link,,Bridge end,21.4111667,92.0441108,48.00000000000182
N1,1001372,bridge,B,SOUTH MITTA CHORI,21.4110029325153,92.0443379558282,8.3
N1,1001373,link,,Box culvert,21.4103056,92.0453052,163.0000000000109
N1,1001374,link,,"Teknaf 76 km,Uthia 22 km",21.4101111,92.0458052,57.00000000001637
N1,1001375,bridge,B,SOUTH MITHACHARI,21.4102488567901,92.0480366814814,2.2
N1,1001376,link,,Box culvert,21.41025,92.0480552,242.999999999995
N1,1001378,link,,Box culvert,21.4103333,92.0508333,324.99999999998863
N1,1001380,link,,Box culvert,21.4094167,92.0531944,272.9999999999677
N1,1001381,link,,"Teknaf 75 km,Uthia 21 km",21.4090833,92.05475,180.00000000000682
N1,1001382,link,,Box culvert,21.4079722,92.056,210.00000000003638
N1,1001384,link,,Box culvert,21.4067222,92.0570556,168.99999999998272
N1,1001385,bridge,D,SHAMMOTI PARA,21.4063607143344,92.0580467784983,10.0
N1,1001386,link,,Box culvert,21.4058611,92.0594167,293.00000000000637
N1,1001388,link,,Km post missing,21.4040556,92.0619722,267.99999999997226
N1,1001389,link,,Box culvert,21.4039167,92.0628333,157.0000000000391
N1,1001391,link,,Box culvert,21.4008889,92.0658611,480.99999999999454
N1,1001392,bridge,C,RAKALAN PARA STEEL BEAM AND RCC SLAB,21.4001878992395,92.0660829174905,8.0
N1,1001393,bridge,C,CHALIYA TOLI -2 ARCH MASONRY,21.3987858977186,92.0665265524714,1.3
